protocolType	typeId	subsystemId	controllable	name	rawName	converterCall	converterContext	defaultValue	defaultValueType
1	4577266906562562	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4577266906562562_0_io_generalinfo1()	local function func_4577266906562562_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4578366418190338	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4578366418190338_0_io_generalinfo1()	local function func_4578366418190338_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4579465929818114	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4579465929818114_0_io_generalinfo1()	local function func_4579465929818114_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4580565441445890	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4580565441445890_0_io_generalinfo1()	local function func_4580565441445890_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4581664953073666	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4581664953073666_0_io_generalinfo1()	local function func_4581664953073666_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4582764464701442	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4582764464701442_0_io_generalinfo1()	local function func_4582764464701442_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4583863976329218	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4583863976329218_0_io_generalinfo1()	local function func_4583863976329218_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4584963487956994	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4584963487956994_0_io_generalinfo1()	local function func_4584963487956994_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4586062999584770	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4586062999584770_0_io_generalinfo1()	local function func_4586062999584770_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4587162511212546	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4587162511212546_0_io_generalinfo1()	local function func_4587162511212546_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4588262022840322	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4588262022840322_0_io_generalinfo1()	local function func_4588262022840322_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4589361534468098	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4589361534468098_0_io_generalinfo1()	local function func_4589361534468098_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4590461046095874	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4590461046095874_0_io_generalinfo1()	local function func_4590461046095874_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4591560557723650	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4591560557723650_0_io_generalinfo1()	local function func_4591560557723650_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4592660069351426	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4592660069351426_0_io_generalinfo1()	local function func_4592660069351426_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4593759580979202	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4593759580979202_0_io_generalinfo1()	local function func_4593759580979202_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4594859092606978	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4594859092606978_0_io_generalinfo1()	local function func_4594859092606978_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4595958604234754	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4595958604234754_0_io_generalinfo1()	local function func_4595958604234754_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4597058115862530	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4597058115862530_0_io_generalinfo1()	local function func_4597058115862530_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4598157627490306	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4598157627490306_0_io_generalinfo1()	local function func_4598157627490306_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4599257139118082	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4599257139118082_0_io_generalinfo1()	local function func_4599257139118082_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4600356650745858	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4600356650745858_0_io_generalinfo1()	local function func_4600356650745858_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4601456162373634	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4601456162373634_0_io_generalinfo1()	local function func_4601456162373634_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4602555674001410	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4602555674001410_0_io_generalinfo1()	local function func_4602555674001410_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4603655185629186	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4603655185629186_0_io_generalinfo1()	local function func_4603655185629186_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4604754697256962	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4604754697256962_0_io_generalinfo1()	local function func_4604754697256962_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4605854208884738	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4605854208884738_0_io_generalinfo1()	local function func_4605854208884738_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4606953720512514	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4606953720512514_0_io_generalinfo1()	local function func_4606953720512514_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4608053232140290	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4608053232140290_0_io_generalinfo1()	local function func_4608053232140290_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4609152743768066	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4609152743768066_0_io_generalinfo1()	local function func_4609152743768066_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_knx", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4610252255395842	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4610252255395842_0_io_generalinfo1()	local function func_4610252255395842_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_knx", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4611351767023618	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4611351767023618_0_io_generalinfo1()	local function func_4611351767023618_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4612451278651394	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4612451278651394_0_io_generalinfo1()	local function func_4612451278651394_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4613550790279170	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4613550790279170_0_io_generalinfo1()	local function func_4613550790279170_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4614650301906946	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4614650301906946_0_io_generalinfo1()	local function func_4614650301906946_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4615749813534722	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4615749813534722_0_io_generalinfo1()	local function func_4615749813534722_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
1	4616849325162498	0	io:RollerShutterWithLowSpeedManagementIOComponent	core:SupportedManufacturerSettingsCommands	io:generalinfo1	func_4616849325162498_0_io_generalinfo1()	local function func_4616849325162498_0_io_generalinfo1(p1) return {"dead_man_up", "dead_man_down", "dead_man_stop", "dead_man_impulse_up", "dead_man_impulse_down", "enter_settings_mode", "save_upper_end_limit", "save_lower_end_limit", "stop_after_save_limit", "set_auto_end_limits", "set_auto_upper_end_limit", "set_auto_lower_end_limit", "save_settings", "invert_rotation", "save_my_position", "delete_my_position", "set_smart_protect", "set_open_level", "set_security_level", "set_discreet_mode_speed", "set_nominal_mode_speed", "set_soft_start", "set_soft_stop", "reset_actuator", "double_power_cut", "eject_from_setting_mode"} end		10
